epoch,trainnum,loss
1,10,312.64809265136716
1,20,317.3434234619141
1,30,320.3746841430664
1,40,318.32171936035155
1,50,310.6712982177734
1,60,308.00809173583986
1,70,309.19463806152345
1,80,322.022705078125
1,90,334.0143356323242
1,100,291.11079559326174
1,110,305.6609222412109
1,120,326.97703552246094
1,130,312.87660064697263
1,140,297.9109191894531
1,150,305.6182388305664
1,160,303.82115478515624
1,170,323.5831802368164
1,180,313.3398635864258
1,190,302.7365203857422
1,200,315.6678298950195
1,210,324.6668670654297
1,220,310.2279739379883
1,230,327.66334228515626
1,240,288.7563278198242
1,250,303.6292694091797
1,260,313.3547058105469
1,270,296.1199722290039
1,280,264.2218276977539
1,290,323.84126739501954
1,300,292.0338623046875
1,310,327.27112731933596
1,320,305.06305236816405
1,330,317.74305267333983
1,340,286.6521224975586
1,350,281.8173828125
1,360,318.2355255126953
1,370,296.89550933837893
1,380,295.44559173583986
1,390,293.97676849365234
1,400,297.6779815673828
1,410,312.35302734375
1,420,291.491520690918
1,430,297.6041595458984
1,440,312.3794647216797
1,450,310.82505187988284
1,460,302.3478240966797
1,470,298.4467437744141
1,480,295.87391357421876
1,490,300.5657135009766
1,500,317.14943542480466
1,510,320.3169464111328
1,520,296.3210021972656
1,530,335.7212188720703
1,540,305.21131591796876
1,550,294.8830047607422
1,560,311.744970703125
1,570,298.3489273071289
1,580,313.14369506835936
1,590,298.5726043701172
1,600,311.5797058105469
1,610,304.72122955322266
1,620,292.4945068359375
1,630,292.64994049072266
1,640,304.1852294921875
1,650,304.2628143310547
1,660,295.729753112793
1,670,289.39505157470705
1,680,331.90005950927736
1,690,304.8272430419922
1,700,299.35803070068357
1,710,302.29012908935545
1,720,289.5174896240234
1,730,318.72498474121096
1,740,313.8455535888672
1,750,288.763410949707
1,760,305.1604507446289
1,770,280.74617156982424
1,780,301.1244812011719
1,790,298.9806610107422
1,800,282.19886169433596
1,810,308.7198944091797
1,820,312.79400024414065
1,830,282.1689819335937
1,840,306.03282623291017
1,850,308.84034576416013
1,860,307.9854568481445
1,870,332.19385833740233
1,880,318.9480270385742
1,890,301.3788604736328
1,900,308.5666107177734
1,910,296.98423767089844
1,920,306.83101959228514
1,930,292.9143890380859
1,940,327.1266845703125
1,950,286.70478515625
1,960,314.9426208496094
1,970,311.92509765625
1,980,310.1564468383789
1,990,283.2954925537109
1,1000,303.8950134277344
1,1010,300.1964584350586
1,1020,309.3790756225586
1,1030,305.5600311279297
1,1040,286.15901947021484
1,1050,300.3549011230469
1,1060,299.90763702392576
1,1070,304.0579528808594
1,1080,308.0388610839844
1,1090,298.4000534057617
1,1100,305.50877838134767
1,1110,301.31438903808595
1,1120,310.8271209716797
1,1130,284.4343627929687
1,1140,306.8829864501953
1,1150,313.62232666015626
1,1160,299.9602111816406
1,1170,287.83378448486326
