154
154
159
170
183
195
206
211
216
215
215
209
209
195
180
180
160
144
128
114
102
86
75
69
68
69
92
106
119
129
141
153
161
171
180
188
196
205
214
219
220
219
219
219
219
219
219
219
219
218
218
218
218
218
218
216
215
209
203
192
180
166
155
141
129
118
112
102
102
93
91
80
71
72
58
58
49
46
63
64
81
93
111
127
143
158
169
179
192
203
213
222
221
217
196
192
177
167
153
140
127
121
120
109
94
81
71
59
51
47
47
69
89
109
128
137
154
171
182
193
210
220
219
215
206
183
171
154
138
123
115
104
93
80
69
63
49
43
43
62
72
85
102
119
136
150
165
180
194
203
