epoch,trainnum,loss
1,10,359.3808395385742
1,20,607.6266723632813
1,30,612.6431854248046
1,40,424.931046295166
1,50,489.65540924072263
1,60,406.76573181152344
1,70,428.79564971923827
1,80,398.3460296630859
1,90,365.2578598022461
1,100,367.4171875
1,110,362.0680633544922
1,120,332.04016876220703
1,130,339.9111053466797
1,140,326.6160858154297
1,150,336.7961395263672
1,160,330.7937805175781
1,170,296.81946258544923
1,180,322.9681457519531
1,190,308.0197998046875
1,200,327.5601531982422
1,210,320.7388320922852
1,220,315.2923553466797
1,230,320.37581939697264
1,240,293.03699645996096
1,250,337.2920166015625
1,260,287.6678741455078
1,270,318.0896789550781
1,280,321.6653762817383
1,290,339.7621124267578
1,300,314.5648956298828
1,310,306.1220703125
1,320,312.0486083984375
1,330,315.86302795410154
1,340,318.71015625
1,350,278.63208160400393
1,360,310.2494262695312
1,370,300.5765075683594
1,380,315.7701354980469
1,390,316.4201354980469
1,400,304.5406524658203
1,410,300.42518310546876
1,420,297.0552017211914
1,430,303.5106597900391
1,440,310.7001068115234
1,450,306.3266265869141
1,460,295.6013671875
1,470,323.4855102539062
1,480,309.5756469726563
1,490,291.3066864013672
1,500,304.9908218383789
1,510,309.53016967773436
1,520,316.9455932617187
1,530,301.8463623046875
1,540,302.1477569580078
1,550,304.94419860839844
1,560,315.90095672607424
1,570,306.77369384765626
1,580,306.4240264892578
1,590,303.38597106933594
1,600,286.92232208251954
1,610,293.21032562255857
1,620,295.1205581665039
1,630,326.22264404296874
1,640,303.6261901855469
1,650,317.23500061035156
1,660,308.1309112548828
1,670,305.8924530029297
1,680,302.93969879150393
1,690,302.2304382324219
1,700,304.6017822265625
1,710,302.6490646362305
1,720,296.83685302734375
1,730,296.18829650878905
1,740,289.6977737426758
1,750,314.0242416381836
1,760,296.64215698242185
1,770,298.9125122070312
1,780,314.4193817138672
1,790,287.6375106811523
1,800,307.07325134277346
1,810,315.70335083007814
1,820,298.86622924804686
1,830,293.65179443359375
1,840,319.76271667480466
1,850,301.2869567871094
1,860,307.369580078125
1,870,288.28472595214845
1,880,293.5352478027344
1,890,307.42816467285155
1,900,308.91673278808594
1,910,294.3394577026367
1,920,313.40558166503905
1,930,300.25880737304686
1,940,329.6020141601563
1,950,308.68341064453125
1,960,299.0226165771484
1,970,302.7401092529297
1,980,302.5163604736328
1,990,289.60629119873045
1,1000,284.6769271850586
1,1010,314.45581970214846
1,1020,293.4062805175781
1,1030,324.6508087158203
1,1040,322.6297302246094
1,1050,301.1021209716797
1,1060,307.6437255859375
1,1070,308.18822326660154
1,1080,309.3324371337891
1,1090,310.1268829345703
1,1100,313.2688934326172
1,1110,307.556640625
1,1120,298.53619995117185
1,1130,292.851220703125
1,1140,304.70005798339844
1,1150,309.03749084472656
1,1160,301.5513488769531
1,1170,294.5849853515625
1,1180,327.3864807128906
1,1190,305.5729217529297
1,1200,307.01300659179685
1,1210,283.98962860107423
1,1220,316.93542327880857
1,1230,288.4011260986328
1,1240,314.57952270507815
1,1250,318.5964813232422
1,1260,303.43332824707034
1,1270,289.6144622802734
1,1280,303.8868103027344
1,1290,304.7689971923828
1,1300,310.35740051269534
1,1310,306.75840454101564
1,1320,297.62281799316406
1,1330,281.9244079589844
1,1340,303.14676971435546
1,1350,296.29773712158203
1,1360,312.8115600585937
1,1370,285.4170196533203
1,1380,298.2444763183594
1,1390,292.199267578125
1,1400,293.4242004394531
1,1410,305.6929504394531
1,1420,299.7171325683594
1,1430,304.92169494628905
1,1440,286.4668502807617
1,1450,295.8944396972656
1,1460,303.8865173339844
1,1470,302.5573791503906
1,1480,285.1895294189453
1,1490,286.61668395996094
1,1500,304.76560363769534
1,1510,290.6100250244141
1,1520,308.93628692626953
1,1530,315.95664978027344
1,1540,300.86416015625
1,1550,291.39864349365234
1,1560,285.6225784301758
1,1570,306.9791000366211
1,1580,290.47065887451174
1,1590,316.3689437866211
1,1600,303.74375
1,1610,296.35019836425784
1,1620,307.84961853027346
1,1630,314.2123321533203
1,1640,301.5575775146484
1,1650,311.1179443359375
1,1660,282.1988159179688
1,1670,307.81859436035154
1,1680,293.740461730957
1,1690,315.68323974609376
1,1700,324.1621917724609
1,1710,299.092578125
1,1720,296.95160217285155
1,1730,302.10972900390624
1,1740,294.66075439453124
1,1750,305.1430206298828
1,1760,301.5863555908203
1,1770,311.2090637207031
1,1780,310.1144104003906
1,1790,317.8730072021484
2,10,436.4962615966797
2,20,305.2593170166016
2,30,292.3483581542969
2,40,303.69654235839846
2,50,304.0971923828125
2,60,323.6595733642578
2,70,300.99359741210935
2,80,312.0364532470703
2,90,304.9466827392578
2,100,294.89524536132814
2,110,306.8976318359375
2,120,299.6520294189453
2,130,309.30211181640624
2,140,300.93800354003906
2,150,298.4862365722656
2,160,302.6140197753906
2,170,293.2141418457031
2,180,293.2981231689453
2,190,297.1055480957031
2,200,303.69590759277344
2,210,303.4562561035156
2,220,298.4075012207031
2,230,299.90830688476564
2,240,301.3693572998047
2,250,292.9096160888672
2,260,292.9436340332031
2,270,300.21828308105466
2,280,306.1809509277344
2,290,299.43381958007814
2,300,298.158935546875
2,310,289.9838531494141
2,320,295.5770721435547
2,330,296.01798858642576
2,340,299.4639465332031
2,350,290.7133392333984
2,360,305.77280883789064
2,370,297.33286743164064
2,380,312.94847412109374
2,390,294.4209686279297
2,400,299.3849212646484
2,410,298.43125
2,420,296.18370666503904
2,430,300.12351379394534
2,440,300.16724548339846
2,450,313.9956298828125
2,460,307.5357360839844
2,470,296.9950408935547
2,480,296.44386291503906
2,490,316.9724365234375
2,500,295.2892333984375
2,510,287.4133758544922
2,520,298.14390869140624
2,530,325.66996002197266
2,540,279.46763305664064
2,550,307.82745971679685
2,560,294.1421325683594
2,570,293.78772888183596
2,580,297.7455291748047
2,590,303.97357177734375
2,600,292.39482421875
2,610,292.41714630126955
2,620,300.52863159179685
2,630,290.0921463012695
2,640,298.0809814453125
2,650,297.95420532226564
2,660,303.47291259765626
2,670,299.54698791503904
2,680,282.93981170654297
2,690,287.1424194335938
2,700,291.2327133178711
2,710,303.8192535400391
2,720,285.5123565673828
2,730,314.0884078979492
2,740,291.47320251464845
2,750,305.2961059570313
2,760,285.9551696777344
2,770,300.15587463378904
2,780,300.93346710205077
2,790,304.0409790039063
2,800,287.27268371582034
2,810,281.52087249755857
2,820,306.95444641113284
2,830,297.26560974121094
2,840,289.35277099609374
2,850,315.01983032226565
2,860,298.50681457519534
2,870,316.283447265625
2,880,302.95972595214846
2,890,296.133073425293
2,900,302.4921142578125
2,910,294.91441040039064
2,920,282.20605621337893
2,930,294.8034729003906
2,940,305.24642486572264
2,950,290.5701477050781
2,960,278.44737396240237
2,970,316.506852722168
2,980,289.045231628418
2,990,311.14472045898435
2,1000,280.63927307128904
2,1010,303.0515365600586
2,1020,295.4825637817383
2,1030,317.77454833984376
2,1040,303.6349624633789
2,1050,287.94711151123045
2,1060,304.21770629882815
2,1070,295.73673248291016
2,1080,294.18190612792966
2,1090,274.79061126708984
2,1100,298.8229751586914
2,1110,305.7992431640625
2,1120,291.03424682617185
2,1130,340.74822998046875
2,1140,301.26582794189454
2,1150,305.1952392578125
2,1160,296.32483825683596
2,1170,293.89246520996096
2,1180,303.9159683227539
2,1190,307.0957092285156
2,1200,308.6186859130859
2,1210,300.8180389404297
2,1220,298.5658020019531
2,1230,288.6701995849609
2,1240,289.943603515625
2,1250,302.885432434082
2,1260,295.6149597167969
2,1270,299.65002899169923
2,1280,307.5234313964844
2,1290,298.2717559814453
2,1300,293.5522094726563
2,1310,292.3211944580078
2,1320,307.67958984375
2,1330,302.9896728515625
2,1340,297.6743957519531
2,1350,296.82412109375
2,1360,299.7118896484375
2,1370,294.2554870605469
2,1380,295.0372604370117
2,1390,298.1737091064453
2,1400,291.0444625854492
2,1410,297.0791442871094
2,1420,316.3505004882812
2,1430,286.7491622924805
2,1440,299.0000701904297
2,1450,305.00494689941405
2,1460,299.49107971191404
2,1470,293.77281188964844
2,1480,299.74639892578125
2,1490,306.82453002929685
2,1500,289.1418121337891
2,1510,291.9487609863281
2,1520,296.8307510375977
2,1530,296.8644760131836
2,1540,302.9984817504883
2,1550,325.37657775878904
2,1560,293.6286865234375
2,1570,288.7196517944336
2,1580,298.0670532226562
2,1590,301.81740417480466
2,1600,306.3114532470703
2,1610,309.19599609375
2,1620,308.1363830566406
2,1630,292.7807983398437
2,1640,307.74290771484374
2,1650,293.6358917236328
2,1660,303.55908203125
2,1670,307.1342407226563
2,1680,296.30308837890624
2,1690,307.4222778320312
2,1700,309.968505859375
2,1710,297.5294586181641
2,1720,301.6209655761719
2,1730,296.5107391357422
2,1740,292.6357696533203
2,1750,298.71299438476564
2,1760,302.34226989746094
2,1770,297.06309509277344
2,1780,298.9597412109375
2,1790,281.439143371582
3,10,296.87212829589845
3,20,297.69935913085936
3,30,299.93959350585936
3,40,303.6550323486328
3,50,302.1086029052734
3,60,283.0065032958984
3,70,297.1758331298828
3,80,306.56712951660154
3,90,292.8078857421875
3,100,301.8344451904297
3,110,289.258935546875
3,120,280.7099868774414
3,130,294.0428405761719
3,140,267.64989013671874
3,150,289.8791198730469
3,160,315.3651885986328
3,170,302.1378112792969
3,180,366.9263000488281
3,190,304.7379211425781
3,200,310.24413146972654
